Journal_ID,Date,Account,Debit,Credit,Description
219,2025-08-08,Accumulated Depreciation,0,40234,Journal entry 219 credit
220,2025-08-09,Inventory,14193,0,Journal entry 220 debit
220,2025-08-09,Accounts Payable,0,14193,Journal entry 220 credit
221,2025-08-10,Rent Expense,16798,0,Journal entry 221 debit
221,2025-08-10,Revenue,0,16798,Journal entry 221 credit
222,2025-08-11,Cash,36706,0,Journal entry 222 debit
222,2025-08-11,Revenue,0,36706,Journal entry 222 credit
223,2025-08-12,Office Supplies,9725,0,Journal entry 223 debit
223,2025-08-12,Accounts Payable,0,9725,Journal entry 223 credit
224,2025-08-13,Cash,12456,0,Journal entry 224 debit
224,2025-08-13,Cash,0,12456,Journal entry 224 credit
225,2025-08-14,Salaries Expense,8840,0,Journal entry 225 debit
225,2025-08-14,Revenue,0,8840,Journal entry 225 credit
226,2025-08-15,Cash,28213,0,Journal entry 226 debit
226,2025-08-15,Accumulated Depreciation,0,28213,Journal entry 226 credit
227,2025-08-16,Accounts Receivable,31361,0,Journal entry 227 debit
227,2025-08-16,Accumulated Depreciation,0,31361,Journal entry 227 credit
228,2025-08-17,Equipment,47298,0,Journal entry 228 debit
228,2025-08-17,Unearned Revenue,0,47298,Journal entry 228 credit
229,2025-08-18,Salaries Expense,7230,0,Journal entry 229 debit
229,2025-08-18,Cash,0,7230,Journal entry 229 credit
230,2025-08-19,Salaries Expense,44761,0,Journal entry 230 debit
230,2025-08-19,Revenue,0,44761,Journal entry 230 credit
231,2025-08-20,Inventory,24326,0,Journal entry 231 debit
231,2025-08-20,Cash,0,24326,Journal entry 231 credit
232,2025-08-21,Prepaid Expenses,32006,0,Journal entry 232 debit
232,2025-08-21,Accounts Payable,0,32006,Journal entry 232 credit
233,2025-08-22,Accounts Receivable,35272,0,Journal entry 233 debit
233,2025-08-22,Capital,0,35272,Journal entry 233 credit
234,2025-08-23,Inventory,10536,0,Journal entry 234 debit
234,2025-08-23,Cash,0,10536,Journal entry 234 credit
235,2025-08-24,Cash,8321,0,Journal entry 235 debit
235,2025-08-24,Accumulated Depreciation,0,8321,Journal entry 235 credit
236,2025-08-25,Rent Expense,43047,0,Journal entry 236 debit
236,2025-08-25,Cash,0,43047,Journal entry 236 credit
237,2025-08-26,Salaries Expense,16377,0,Journal entry 237 debit
237,2025-08-26,Revenue,0,16377,Journal entry 237 credit
238,2025-08-27,Equipment,32934,0,Journal entry 238 debit
238,2025-08-27,Revenue,0,32934,Journal entry 238 credit
239,2025-08-28,Equipment,25447,0,Journal entry 239 debit
239,2025-08-28,Accumulated Depreciation,0,25447,Journal entry 239 credit
240,2025-08-29,Inventory,33879,0,Journal entry 240 debit
240,2025-08-29,Accumulated Depreciation,0,33879,Journal entry 240 credit
241,2025-08-30,Office Supplies,15096,0,Journal entry 241 debit
241,2025-08-30,Accounts Payable,0,15096,Journal entry 241 credit
242,2025-08-31,Accounts Receivable,34191,0,Journal entry 242 debit
242,2025-08-31,Accumulated Depreciation,0,34191,Journal entry 242 credit
243,2025-09-01,Accounts Receivable,21509,0,Journal entry 243 debit
243,2025-09-01,Accumulated Depreciation,0,21509,Journal entry 243 credit
244,2025-09-02,Office Supplies,28312,0,Journal entry 244 debit
244,2025-09-02,Cash,0,28312,Journal entry 244 credit
245,2025-09-03,Office Supplies,44967,0,Journal entry 245 debit
245,2025-09-03,Accumulated Depreciation,0,44967,Journal entry 245 credit
246,2025-09-04,Cash,17668,0,Journal entry 246 debit
246,2025-09-04,Capital,0,17668,Journal entry 246 credit
247,2025-09-05,Salaries Expense,15448,0,Journal entry 247 debit
247,2025-09-05,Accumulated Depreciation,0,15448,Journal entry 247 credit
248,2025-09-06,Accounts Receivable,29661,0,Journal entry 248 debit
248,2025-09-06,Accounts Payable,0,29661,Journal entry 248 credit
249,2025-09-07,Cash,31106,0,Journal entry 249 debit
249,2025-09-07,Accumulated Depreciation,0,31106,Journal entry 249 credit
250,2025-09-08,Prepaid Expenses,49306,0,Journal entry 250 debit
250,2025-09-08,Cash,0,49306,Journal entry 250 credit
251,2025-09-09,Salaries Expense,26117,0,Journal entry 251 debit
251,2025-09-09,Capital,0,26117,Journal entry 251 credit
252,2025-09-10,Salaries Expense,30586,0,Journal entry 252 debit
252,2025-09-10,Capital,0,30586,Journal entry 252 credit
253,2025-09-11,Prepaid Expenses,33524,0,Journal entry 253 debit
253,2025-09-11,Capital,0,33524,Journal entry 253 credit
254,2025-09-12,Inventory,18947,0,Journal entry 254 debit
254,2025-09-12,Cash,0,18947,Journal entry 254 credit
255,2025-09-13,Equipment,16421,0,Journal entry 255 debit
255,2025-09-13,Accumulated Depreciation,0,16421,Journal entry 255 credit
256,2025-09-14,Inventory,6751,0,Journal entry 256 debit
256,2025-09-14,Cash,0,6751,Journal entry 256 credit
257,2025-09-15,Inventory,714,0,Journal entry 257 debit
257,2025-09-15,Unearned Revenue,0,714,Journal entry 257 credit
258,2025-09-16,Salaries Expense,34038,0,Journal entry 258 debit
258,2025-09-16,Revenue,0,34038,Journal entry 258 credit
259,2025-09-17,Prepaid Expenses,32093,0,Journal entry 259 debit
259,2025-09-17,Revenue,0,32093,Journal entry 259 credit
260,2025-09-18,Salaries Expense,17325,0,Journal entry 260 debit
260,2025-09-18,Revenue,0,17325,Journal entry 260 credit
261,2025-09-19,Cash,48235,0,Journal entry 261 debit
261,2025-09-19,Unearned Revenue,0,48235,Journal entry 261 credit
262,2025-09-20,Salaries Expense,14296,0,Journal entry 262 debit
262,2025-09-20,Cash,0,14296,Journal entry 262 credit
263,2025-09-21,Equipment,32340,0,Journal entry 263 debit
263,2025-09-21,Accumulated Depreciation,0,32340,Journal entry 263 credit
264,2025-09-22,Accounts Receivable,27011,0,Journal entry 264 debit
264,2025-09-22,Revenue,0,27011,Journal entry 264 credit
265,2025-09-23,Accounts Receivable,20308,0,Journal entry 265 debit
265,2025-09-23,Accumulated Depreciation,0,20308,Journal entry 265 credit
266,2025-09-24,Prepaid Expenses,40417,0,Journal entry 266 debit
266,2025-09-24,Cash,0,40417,Journal entry 266 credit
267,2025-09-25,Accounts Receivable,3168,0,Journal entry 267 debit
267,2025-09-25,Capital,0,3168,Journal entry 267 credit
268,2025-09-26,Inventory,39159,0,Journal entry 268 debit
268,2025-09-26,Cash,0,39159,Journal entry 268 credit
269,2025-09-27,Prepaid Expenses,1130,0,Journal entry 269 debit
269,2025-09-27,Unearned Revenue,0,1130,Journal entry 269 credit
270,2025-09-28,Prepaid Expenses,763,0,Journal entry 270 debit
270,2025-09-28,Accumulated Depreciation,0,763,Journal entry 270 credit
271,2025-09-29,Inventory,33332,0,Journal entry 271 debit
271,2025-09-29,Capital,0,33332,Journal entry 271 credit
272,2025-09-30,Accounts Receivable,36953,0,Journal entry 272 debit
272,2025-09-30,Accounts Payable,0,36953,Journal entry 272 credit
273,2025-10-01,Salaries Expense,37006,0,Journal entry 273 debit
273,2025-10-01,Capital,0,37006,Journal entry 273 credit
274,2025-10-02,Inventory,17676,0,Journal entry 274 debit
274,2025-10-02,Capital,0,17676,Journal entry 274 credit
275,2025-10-03,Accounts Receivable,11457,0,Journal entry 275 debit
275,2025-10-03,Unearned Revenue,0,11457,Journal entry 275 credit
276,2025-10-04,Prepaid Expenses,24899,0,Journal entry 276 debit
276,2025-10-04,Cash,0,24899,Journal entry 276 credit
277,2025-10-05,Inventory,44115,0,Journal entry 277 debit
277,2025-10-05,Accumulated Depreciation,0,44115,Journal entry 277 credit
278,2025-10-06,Inventory,7650,0,Journal entry 278 debit
278,2025-10-06,Accounts Payable,0,7650,Journal entry 278 credit
279,2025-10-07,Office Supplies,37204,0,Journal entry 279 debit
279,2025-10-07,Accounts Payable,0,37204,Journal entry 279 credit
280,2025-10-08,Equipment,46323,0,Journal entry 280 debit
280,2025-10-08,Cash,0,46323,Journal entry 280 credit
281,2025-10-09,Prepaid Expenses,9591,0,Journal entry 281 debit
281,2025-10-09,Unearned Revenue,0,9591,Journal entry 281 credit
282,2025-10-10,Salaries Expense,23150,0,Journal entry 282 debit
282,2025-10-10,Accumulated Depreciation,0,23150,Journal entry 282 credit
283,2025-10-11,Office Supplies,22521,0,Journal entry 283 debit
283,2025-10-11,Revenue,0,22521,Journal entry 283 credit
284,2025-10-12,Inventory,13089,0,Journal entry 284 debit
284,2025-10-12,Accumulated Depreciation,0,13089,Journal entry 284 credit
285,2025-10-13,Cash,1036,0,Journal entry 285 debit
285,2025-10-13,Revenue,0,1036,Journal entry 285 credit
286,2025-10-14,Equipment,37561,0,Journal entry 286 debit
286,2025-10-14,Cash,0,37561,Journal entry 286 credit
287,2025-10-15,Equipment,14917,0,Journal entry 287 debit
287,2025-10-15,Cash,0,14917,Journal entry 287 credit
288,2025-10-16,Equipment,12938,0,Journal entry 288 debit
288,2025-10-16,Accounts Payable,0,12938,Journal entry 288 credit
289,2025-10-17,Equipment,15876,0,Journal entry 289 debit
289,2025-10-17,Capital,0,15876,Journal entry 289 credit
290,2025-10-18,Accounts Receivable,26835,0,Journal entry 290 debit
290,2025-10-18,Capital,0,26835,Journal entry 290 credit
291,2025-10-19,Prepaid Expenses,45117,0,Journal entry 291 debit
291,2025-10-19,Cash,0,45117,Journal entry 291 credit
292,2025-10-20,Equipment,4823,0,Journal entry 292 debit
292,2025-10-20,Revenue,0,4823,Journal entry 292 credit
293,2025-10-21,Rent Expense,10566,0,Journal entry 293 debit
293,2025-10-21,Accounts Payable,0,10566,Journal entry 293 credit
294,2025-10-22,Cash,3889,0,Journal entry 294 debit
294,2025-10-22,Unearned Revenue,0,3889,Journal entry 294 credit
295,2025-10-23,Equipment,27026,0,Journal entry 295 debit
295,2025-10-23,Unearned Revenue,0,27026,Journal entry 295 credit
296,2025-10-24,Cash,48535,0,Journal entry 296 debit
296,2025-10-24,Capital,0,48535,Journal entry 296 credit
297,2025-10-25,Office Supplies,40400,0,Journal entry 297 debit
297,2025-10-25,Revenue,0,40400,Journal entry 297 credit
298,2025-10-26,Prepaid Expenses,24836,0,Journal entry 298 debit
298,2025-10-26,Unearned Revenue,0,24836,Journal entry 298 credit
299,2025-10-27,Equipment,11988,0,Journal entry 299 debit
299,2025-10-27,Accumulated Depreciation,0,11988,Journal entry 299 credit
300,2025-10-28,Equipment,37967,0,Journal entry 300 debit
300,2025-10-28,Accounts Payable,0,37967,Journal entry 300 credit
301,2025-10-29,Cash,1144,0,Journal entry 301 debit
301,2025-10-29,Accounts Payable,0,1144,Journal entry 301 credit
302,2025-10-30,Rent Expense,5854,0,Journal entry 302 debit
302,2025-10-30,Accumulated Depreciation,0,5854,Journal entry 302 credit
303,2025-10-31,Equipment,15531,0,Journal entry 303 debit
303,2025-10-31,Accounts Payable,0,15531,Journal entry 303 credit
304,2025-11-01,Equipment,49689,0,Journal entry 304 debit
304,2025-11-01,Capital,0,49689,Journal entry 304 credit
305,2025-11-02,Cash,27235,0,Journal entry 305 debit
305,2025-11-02,Capital,0,27235,Journal entry 305 credit
306,2025-11-03,Rent Expense,46763,0,Journal entry 306 debit
306,2025-11-03,Revenue,0,46763,Journal entry 306 credit
307,2025-11-04,Prepaid Expenses,3598,0,Journal entry 307 debit
307,2025-11-04,Unearned Revenue,0,3598,Journal entry 307 credit
308,2025-11-05,Cash,24276,0,Journal entry 308 debit
308,2025-11-05,Capital,0,24276,Journal entry 308 credit
309,2025-11-06,Accounts Receivable,23158,0,Journal entry 309 debit
309,2025-11-06,Cash,0,23158,Journal entry 309 credit
310,2025-11-07,Office Supplies,20477,0,Journal entry 310 debit
310,2025-11-07,Capital,0,20477,Journal entry 310 credit
311,2025-11-08,Rent Expense,22946,0,Journal entry 311 debit
311,2025-11-08,Unearned Revenue,0,22946,Journal entry 311 credit
312,2025-11-09,Cash,48501,0,Journal entry 312 debit
312,2025-11-09,Revenue,0,48501,Journal entry 312 credit
313,2025-11-10,Inventory,42823,0,Journal entry 313 debit
313,2025-11-10,Accumulated Depreciation,0,42823,Journal entry 313 credit
314,2025-11-11,Inventory,6263,0,Journal entry 314 debit
314,2025-11-11,Accounts Payable,0,6263,Journal entry 314 credit
315,2025-11-12,Office Supplies,36363,0,Journal entry 315 debit
315,2025-11-12,Accounts Payable,0,36363,Journal entry 315 credit
316,2025-11-13,Inventory,34380,0,Journal entry 316 debit
316,2025-11-13,Accounts Payable,0,34380,Journal entry 316 credit
317,2025-11-14,Accounts Receivable,29781,0,Journal entry 317 debit
317,2025-11-14,Cash,0,29781,Journal entry 317 credit
318,2025-11-15,Salaries Expense,12742,0,Journal entry 318 debit
318,2025-11-15,Revenue,0,12742,Journal entry 318 credit
319,2025-11-16,Accounts Receivable,41579,0,Journal entry 319 debit
319,2025-11-16,Capital,0,41579,Journal entry 319 credit
320,2025-11-17,Prepaid Expenses,13638,0,Journal entry 320 debit
320,2025-11-17,Revenue,0,13638,Journal entry 320 credit
321,2025-11-18,Accounts Receivable,16935,0,Journal entry 321 debit
321,2025-11-18,Accounts Payable,0,16935,Journal entry 321 credit
322,2025-11-19,Cash,12008,0,Journal entry 322 debit
322,2025-11-19,Capital,0,12008,Journal entry 322 credit
323,2025-11-20,Rent Expense,11301,0,Journal entry 323 debit
323,2025-11-20,Capital,0,11301,Journal entry 323 credit
324,2025-11-21,Inventory,23068,0,Journal entry 324 debit
324,2025-11-21,Capital,0,23068,Journal entry 324 credit
325,2025-11-22,Rent Expense,38811,0,Journal entry 325 debit
325,2025-11-22,Accumulated Depreciation,0,38811,Journal entry 325 credit
326,2025-11-23,Accounts Receivable,46832,0,Journal entry 326 debit
326,2025-11-23,Accounts Payable,0,46832,Journal entry 326 credit
327,2025-11-24,Salaries Expense,26272,0,Journal entry 327 debit
327,2025-11-24,Capital,0,26272,Journal entry 327 credit
328,2025-11-25,Salaries Expense,39868,0,Journal entry 328 debit
328,2025-11-25,Revenue,0,39868,Journal entry 328 credit
329,2025-11-26,Office Supplies,35613,0,Journal entry 329 debit
329,2025-11-26,Unearned Revenue,0,35613,Journal entry 329 credit
330,2025-11-27,Inventory,38228,0,Journal entry 330 debit
330,2025-11-27,Unearned Revenue,0,38228,Journal entry 330 credit
331,2025-11-28,Equipment,16146,0,Journal entry 331 debit
331,2025-11-28,Accumulated Depreciation,0,16146,Journal entry 331 credit
332,2025-11-29,Inventory,1185,0,Journal entry 332 debit
332,2025-11-29,Capital,0,1185,Journal entry 332 credit
333,2025-11-30,Accounts Receivable,20867,0,Journal entry 333 debit
333,2025-11-30,Revenue,0,20867,Journal entry 333 credit
334,2025-12-01,Salaries Expense,33996,0,Journal entry 334 debit
334,2025-12-01,Unearned Revenue,0,33996,Journal entry 334 credit
335,2025-12-02,Prepaid Expenses,2553,0,Journal entry 335 debit
335,2025-12-02,Cash,0,2553,Journal entry 335 credit
336,2025-12-03,Cash,661,0,Journal entry 336 debit
336,2025-12-03,Unearned Revenue,0,661,Journal entry 336 credit
337,2025-12-04,Cash,928,0,Journal entry 337 debit
337,2025-12-04,Accumulated Depreciation,0,928,Journal entry 337 credit
338,2025-12-05,Cash,1052,0,Journal entry 338 debit
338,2025-12-05,Accumulated Depreciation,0,1052,Journal entry 338 credit
339,2025-12-06,Salaries Expense,40164,0,Journal entry 339 debit
339,2025-12-06,Revenue,0,40164,Journal entry 339 credit
340,2025-12-07,Equipment,23761,0,Journal entry 340 debit
340,2025-12-07,Unearned Revenue,0,23761,Journal entry 340 credit
341,2025-12-08,Prepaid Expenses,9314,0,Journal entry 341 debit
341,2025-12-08,Revenue,0,9314,Journal entry 341 credit
342,2025-12-09,Salaries Expense,12644,0,Journal entry 342 debit
342,2025-12-09,Accumulated Depreciation,0,12644,Journal entry 342 credit
343,2025-12-10,Rent Expense,33597,0,Journal entry 343 debit
343,2025-12-10,Revenue,0,33597,Journal entry 343 credit
344,2025-12-11,Cash,44080,0,Journal entry 344 debit
344,2025-12-11,Cash,0,44080,Journal entry 344 credit
345,2025-12-12,Equipment,25997,0,Journal entry 345 debit
345,2025-12-12,Cash,0,25997,Journal entry 345 credit
346,2025-12-13,Cash,29278,0,Journal entry 346 debit
346,2025-12-13,Cash,0,29278,Journal entry 346 credit
347,2025-12-14,Accounts Receivable,22379,0,Journal entry 347 debit
347,2025-12-14,Accumulated Depreciation,0,22379,Journal entry 347 credit
348,2025-12-15,Salaries Expense,39173,0,Journal entry 348 debit
348,2025-12-15,Capital,0,39173,Journal entry 348 credit
349,2025-12-16,Inventory,4715,0,Journal entry 349 debit
349,2025-12-16,Unearned Revenue,0,4715,Journal entry 349 credit
350,2025-12-17,Salaries Expense,11317,0,Journal entry 350 debit
350,2025-12-17,Accounts Payable,0,11317,Journal entry 350 credit
351,2025-12-18,Office Supplies,34028,0,Journal entry 351 debit
351,2025-12-18,Unearned Revenue,0,34028,Journal entry 351 credit
352,2025-12-19,Office Supplies,48815,0,Journal entry 352 debit
352,2025-12-19,Cash,0,48815,Journal entry 352 credit
353,2025-12-20,Cash,30479,0,Journal entry 353 debit
353,2025-12-20,Accounts Payable,0,30479,Journal entry 353 credit
354,2025-12-21,Prepaid Expenses,18292,0,Journal entry 354 debit
354,2025-12-21,Accumulated Depreciation,0,18292,Journal entry 354 credit
355,2025-12-22,Cash,32809,0,Journal entry 355 debit
355,2025-12-22,Cash,0,32809,Journal entry 355 credit
356,2025-12-23,Accounts Receivable,31618,0,Journal entry 356 debit
356,2025-12-23,Cash,0,31618,Journal entry 356 credit
357,2025-12-24,Prepaid Expenses,41782,0,Journal entry 357 debit
357,2025-12-24,Unearned Revenue,0,41782,Journal entry 357 credit
358,2025-12-25,Office Supplies,47380,0,Journal entry 358 debit
358,2025-12-25,Capital,0,47380,Journal entry 358 credit
359,2025-12-26,Rent Expense,6769,0,Journal entry 359 debit
359,2025-12-26,Accounts Payable,0,6769,Journal entry 359 credit
360,2025-12-27,Cash,29950,0,Journal entry 360 debit
360,2025-12-27,Capital,0,29950,Journal entry 360 credit
361,2025-12-28,Salaries Expense,24857,0,Journal entry 361 debit
361,2025-12-28,Accumulated Depreciation,0,24857,Journal entry 361 credit
362,2025-12-29,Accounts Receivable,34141,0,Journal entry 362 debit
362,2025-12-29,Unearned Revenue,0,34141,Journal entry 362 credit
363,2025-12-30,Inventory,42493,0,Journal entry 363 debit
363,2025-12-30,Accumulated Depreciation,0,42493,Journal entry 363 credit
364,2025-12-31,Accounts Receivable,47485,0,Journal entry 364 debit
364,2025-12-31,Accumulated Depreciation,0,47485,Journal entry 364 credit
365,2025-01-01,Accounts Receivable,1910,0,Journal entry 365 debit
365,2025-01-01,Unearned Revenue,0,1910,Journal entry 365 credit
366,2025-01-02,Cash,29978,0,Journal entry 366 debit
366,2025-01-02,Accounts Payable,0,29978,Journal entry 366 credit
367,2025-01-03,Equipment,21649,0,Journal entry 367 debit
367,2025-01-03,Revenue,0,21649,Journal entry 367 credit
368,2025-01-04,Office Supplies,8865,0,Journal entry 368 debit
368,2025-01-04,Revenue,0,8865,Journal entry 368 credit
369,2025-01-05,Rent Expense,46015,0,Journal entry 369 debit
369,2025-01-05,Accumulated Depreciation,0,46015,Journal entry 369 credit
370,2025-01-06,Office Supplies,11441,0,Journal entry 370 debit
370,2025-01-06,Capital,0,11441,Journal entry 370 credit
371,2025-01-07,Equipment,43990,0,Journal entry 371 debit
371,2025-01-07,Capital,0,43990,Journal entry 371 credit
372,2025-01-08,Office Supplies,7482,0,Journal entry 372 debit
372,2025-01-08,Revenue,0,7482,Journal entry 372 credit
373,2025-01-09,Prepaid Expenses,13894,0,Journal entry 373 debit
373,2025-01-09,Revenue,0,13894,Journal entry 373 credit
374,2025-01-10,Salaries Expense,42935,0,Journal entry 374 debit
374,2025-01-10,Revenue,0,42935,Journal entry 374 credit
375,2025-01-11,Rent Expense,10651,0,Journal entry 375 debit
375,2025-01-11,Accumulated Depreciation,0,10651,Journal entry 375 credit
376,2025-01-12,Rent Expense,19458,0,Journal entry 376 debit
376,2025-01-12,Accounts Payable,0,19458,Journal entry 376 credit
377,2025-01-13,Salaries Expense,48762,0,Journal entry 377 debit
377,2025-01-13,Revenue,0,48762,Journal entry 377 credit
378,2025-01-14,Equipment,37597,0,Journal entry 378 debit
378,2025-01-14,Cash,0,37597,Journal entry 378 credit
379,2025-01-15,Inventory,3918,0,Journal entry 379 debit
379,2025-01-15,Accounts Payable,0,3918,Journal entry 379 credit
380,2025-01-16,Office Supplies,35460,0,Journal entry 380 debit
380,2025-01-16,Unearned Revenue,0,35460,Journal entry 380 credit
381,2025-01-17,Salaries Expense,8681,0,Journal entry 381 debit
381,2025-01-17,Accounts Payable,0,8681,Journal entry 381 credit
382,2025-01-18,Rent Expense,41081,0,Journal entry 382 debit
382,2025-01-18,Accumulated Depreciation,0,41081,Journal entry 382 credit
383,2025-01-19,Rent Expense,18919,0,Journal entry 383 debit
383,2025-01-19,Capital,0,18919,Journal entry 383 credit
384,2025-01-20,Prepaid Expenses,47254,0,Journal entry 384 debit
384,2025-01-20,Capital,0,47254,Journal entry 384 credit
385,2025-01-21,Salaries Expense,9434,0,Journal entry 385 debit
385,2025-01-21,Revenue,0,9434,Journal entry 385 credit
386,2025-01-22,Accounts Receivable,27499,0,Journal entry 386 debit
386,2025-01-22,Capital,0,27499,Journal entry 386 credit
387,2025-01-23,Inventory,2762,0,Journal entry 387 debit
387,2025-01-23,Unearned Revenue,0,2762,Journal entry 387 credit
388,2025-01-24,Equipment,5640,0,Journal entry 388 debit
388,2025-01-24,Unearned Revenue,0,5640,Journal entry 388 credit
389,2025-01-25,Inventory,27917,0,Journal entry 389 debit
389,2025-01-25,Cash,0,27917,Journal entry 389 credit
390,2025-01-26,Prepaid Expenses,9890,0,Journal entry 390 debit
390,2025-01-26,Accumulated Depreciation,0,9890,Journal entry 390 credit
391,2025-01-27,Prepaid Expenses,13827,0,Journal entry 391 debit
391,2025-01-27,Unearned Revenue,0,13827,Journal entry 391 credit
392,2025-01-28,Salaries Expense,34577,0,Journal entry 392 debit
392,2025-01-28,Accumulated Depreciation,0,34577,Journal entry 392 credit
393,2025-01-29,Rent Expense,31811,0,Journal entry 393 debit
393,2025-01-29,Accounts Payable,0,31811,Journal entry 393 credit
394,2025-01-30,Office Supplies,32146,0,Journal entry 394 debit
394,2025-01-30,Accounts Payable,0,32146,Journal entry 394 credit
395,2025-01-31,Accounts Receivable,40847,0,Journal entry 395 debit
395,2025-01-31,Cash,0,40847,Journal entry 395 credit
396,2025-02-01,Accounts Receivable,32231,0,Journal entry 396 debit
396,2025-02-01,Unearned Revenue,0,32231,Journal entry 396 credit
397,2025-02-02,Salaries Expense,27871,0,Journal entry 397 debit
397,2025-02-02,Unearned Revenue,0,27871,Journal entry 397 credit
398,2025-02-03,Inventory,36164,0,Journal entry 398 debit
398,2025-02-03,Unearned Revenue,0,36164,Journal entry 398 credit
399,2025-02-04,Inventory,45798,0,Journal entry 399 debit
399,2025-02-04,Accounts Payable,0,45798,Journal entry 399 credit
400,2025-02-05,Office Supplies,8969,0,Journal entry 400 debit
400,2025-02-05,Accumulated Depreciation,0,8969,Journal entry 400 credit
401,2025-02-06,Accounts Receivable,40723,0,Journal entry 401 debit
401,2025-02-06,Cash,0,40723,Journal entry 401 credit
402,2025-02-07,Office Supplies,32818,0,Journal entry 402 debit
402,2025-02-07,Capital,0,32818,Journal entry 402 credit
403,2025-02-08,Office Supplies,1593,0,Journal entry 403 debit
403,2025-02-08,Unearned Revenue,0,1593,Journal entry 403 credit
404,2025-02-09,Cash,36784,0,Journal entry 404 debit
404,2025-02-09,Accumulated Depreciation,0,36784,Journal entry 404 credit
405,2025-02-10,Inventory,28279,0,Journal entry 405 debit
405,2025-02-10,Accumulated Depreciation,0,28279,Journal entry 405 credit
406,2025-02-11,Salaries Expense,43575,0,Journal entry 406 debit
406,2025-02-11,Unearned Revenue,0,43575,Journal entry 406 credit
407,2025-02-12,Prepaid Expenses,27070,0,Journal entry 407 debit
407,2025-02-12,Unearned Revenue,0,27070,Journal entry 407 credit
408,2025-02-13,Salaries Expense,24363,0,Journal entry 408 debit
408,2025-02-13,Accounts Payable,0,24363,Journal entry 408 credit
409,2025-02-14,Rent Expense,44566,0,Journal entry 409 debit
409,2025-02-14,Cash,0,44566,Journal entry 409 credit
410,2025-02-15,Equipment,49806,0,Journal entry 410 debit
410,2025-02-15,Cash,0,49806,Journal entry 410 credit
411,2025-02-16,Office Supplies,9164,0,Journal entry 411 debit
411,2025-02-16,Cash,0,9164,Journal entry 411 credit
412,2025-02-17,Office Supplies,8041,0,Journal entry 412 debit
412,2025-02-17,Revenue,0,8041,Journal entry 412 credit
413,2025-02-18,Rent Expense,2411,0,Journal entry 413 debit
413,2025-02-18,Capital,0,2411,Journal entry 413 credit
414,2025-02-19,Equipment,23906,0,Journal entry 414 debit
414,2025-02-19,Accounts Payable,0,23906,Journal entry 414 credit
415,2025-02-20,Inventory,30711,0,Journal entry 415 debit
415,2025-02-20,Accumulated Depreciation,0,30711,Journal entry 415 credit
416,2025-02-21,Salaries Expense,37702,0,Journal entry 416 debit
416,2025-02-21,Cash,0,37702,Journal entry 416 credit
417,2025-02-22,Prepaid Expenses,28379,0,Journal entry 417 debit
417,2025-02-22,Accumulated Depreciation,0,28379,Journal entry 417 credit
418,2025-02-23,Accounts Receivable,3610,0,Journal entry 418 debit
418,2025-02-23,Revenue,0,3610,Journal entry 418 credit
419,2025-02-24,Inventory,47206,0,Journal entry 419 debit
419,2025-02-24,Accounts Payable,0,47206,Journal entry 419 credit
420,2025-02-25,Office Supplies,13998,0,Journal entry 420 debit
420,2025-02-25,Accounts Payable,0,13998,Journal entry 420 credit
421,2025-02-26,Cash,41696,0,Journal entry 421 debit
421,2025-02-26,Unearned Revenue,0,41696,Journal entry 421 credit
422,2025-02-27,Cash,49892,0,Journal entry 422 debit
422,2025-02-27,Cash,0,49892,Journal entry 422 credit
423,2025-02-28,Rent Expense,3509,0,Journal entry 423 debit
423,2025-02-28,Cash,0,3509,Journal entry 423 credit
424,2025-03-01,Accounts Receivable,12997,0,Journal entry 424 debit
424,2025-03-01,Accounts Payable,0,12997,Journal entry 424 credit
425,2025-03-02,Rent Expense,29126,0,Journal entry 425 debit
425,2025-03-02,Accumulated Depreciation,0,29126,Journal entry 425 credit
426,2025-03-03,Inventory,1079,0,Journal entry 426 debit
426,2025-03-03,Unearned Revenue,0,1079,Journal entry 426 credit
427,2025-03-04,Cash,21112,0,Journal entry 427 debit
427,2025-03-04,Capital,0,21112,Journal entry 427 credit
428,2025-03-05,Prepaid Expenses,30276,0,Journal entry 428 debit
428,2025-03-05,Accumulated Depreciation,0,30276,Journal entry 428 credit
429,2025-03-06,Office Supplies,7980,0,Journal entry 429 debit
429,2025-03-06,Cash,0,7980,Journal entry 429 credit
430,2025-03-07,Equipment,43816,0,Journal entry 430 debit
430,2025-03-07,Unearned Revenue,0,43816,Journal entry 430 credit
431,2025-03-08,Equipment,26850,0,Journal entry 431 debit
431,2025-03-08,Cash,0,26850,Journal entry 431 credit
432,2025-03-09,Prepaid Expenses,14316,0,Journal entry 432 debit
432,2025-03-09,Accounts Payable,0,14316,Journal entry 432 credit
433,2025-03-10,Equipment,49876,0,Journal entry 433 debit
433,2025-03-10,Accumulated Depreciation,0,49876,Journal entry 433 credit
434,2025-03-11,Salaries Expense,22492,0,Journal entry 434 debit
434,2025-03-11,Cash,0,22492,Journal entry 434 credit
435,2025-03-12,Cash,38123,0,Journal entry 435 debit
435,2025-03-12,Cash,0,38123,Journal entry 435 credit
436,2025-03-13,Prepaid Expenses,5504,0,Journal entry 436 debit
436,2025-03-13,Unearned Revenue,0,5504,Journal entry 436 credit
437,2025-03-14,Prepaid Expenses,39422,0,Journal entry 437 debit
437,2025-03-14,Accounts Payable,0,39422,Journal entry 437 credit
438,2025-03-15,Prepaid Expenses,20566,0,Journal entry 438 debit
